Query >939	 [np] 不禁/d [vp] 
6	 不但/c [vp] [advp] a 
6	 t f [vp] 不/d [vp] 
6	 u [np] [advp] 不/d [advp] [vp] 
6	 c 不久前/t 
6	 不免/d [vp] m [vp] 
6	 不要/d [qp] 
6	 [vp] 不/d [vp] t u [np] 
12	 [advp] 不足/v m [np] 
6	 不知/v g p r 
48	 不仅/c [vp] g [np] 
17	 r 不可/v g [advp] 
6	 c t f [advp] 不/d a 
13	 p r [advp] 不得/v [vp] 
119	 不仅/c [vp] [pp] [np] f 
6	 b [vp] [advp] u 不/d [advp] [vp] 
6	 [vp] 不同/a [np] [advp] [vp] 
6	 s [advp] [vp] s [np] 不可分割/v u m m 
11	 r l [np] [advp] [vp] s 不可/v [vp] 
6	 不断/d [vp] c [vp] c [np] 
6	 s [vp] [advp] 不/d [vp] 
6	 s 不仅/c [pp] [np] 
6	 r 不同/a p 
6	 不良/a [np] k p m 
6	 [np] 不/d a m 
6	 c [np] [advp] 不/d [vp] [advp] a 
151	 c p t 不同/a u [vp] 
6	 m t f 不断/d [vp] s f [np] 
6	 z [vp] m 不见/v g 
6	 s u 不同/a [np] 
28	 [np] [advp] [vp] 不明/v [np] 
20	 [advp] 不/d [vp] [pp] [np] f [vp] 
6	 不过/c [pp] [advp] a 
6	 不再/d [vp] [pp] [np] 
6	 不/d [vp] t m 
1019	 r m [np] c 不/d [advp] [vp] 
18	 不但/c p s [vp] 
6	 t [vp] 不/d [vp] [qp] 
6	 [np] 不休/v 
6	 [np] [vp] 不足/v u [np] 
114	 c [pp] u [np] 不/d a 
6	 s [advp] 不满/a 
377	 c [np] u 不/d [vp] [advp] [vp] 
6	 s [vp] s 不可/v [vp] 
11	 [vp] s [vp] 不/d [vp] 
6	 [vp] t [advp] 不/d a 
11	 t [advp] 不/d [np] 
6	 不粘锅/n 
12	 [np] [advp] 不如/v [np] 
6	 [np] r 不服/v 
6	 c [vp] 不公/a 
12	 不少/m [np] [vp] s 
6	 c [np] 不/d [vp] s 
65	 p [advp] [vp] 不/d [vp] f 
11	 s [advp] 不/d [vp] [advp] [vp] 
6	 [vp] [advp] 不/d p [vp] 
31	 [vp] 不/d [vp] [qp] u [np] 
6	 [vp] 不得不/d [advp] [vp] 
6	 [vp] 不严/a u [np] 
18	 不过/c t [advp] [vp] 
53	 [np] m t 不/d g 
6	 f 不/d [vp] t 
6	 [pp] t 不/d [vp] 
6	 t f [advp] 不/d [vp] 
6	 [np] c [vp] 不好/a 
214	 r [advp] [vp] 不可思议/l u [np] 
6	 不要/d a a 
6	 [np] [vp] [advp] 不/d a y 
6	 [pp] [advp] 不足/v 
13	 [np] [vp] 不说/v 
316	 [vp] [advp] m t f [np] [vp] 不/d [vp] m t 
16	 m [np] f u [np] 不断/d [vp] 
6	 [np] p f [np] 不/d [vp] 
6	 [vp] 不到/v [np] u 
11	 不管/c s [vp] 
6	 不/d [advp] [vp] [advp] a 
45	 [np] f u [np] 不/d [vp] 
6	 不公/a 不/d g 
29	 [np] a u [advp] 不/d a 
11	 s [np] p 不断/d [vp] 
6	 c [vp] 不少/m u [np] 
6	 [np] a 不/d [vp] f 
40	 c s [np] 不/d p s [vp] 
88	 [pp] [np] 不力/a 
13	 不知不觉/l [vp] y 
12	 [pp] c [np] 不/d [vp] 
6	 不/d [vp] [advp] [vp] l 
28	 r m [np] [vp] 不/d a u 
80	 p s [np] [advp] 不/d a 
6	 s 不/d [vp] p [vp] 
6	 t [advp] a 不/d a y 
6	 [vp] 不停/v 
28	 c 不/d [advp] [vp] [advp] [vp] 
6	 p r 不仅/c [vp] 
214	 c 不/d [vp] [pp] u [np] [vp] 
18	 c [advp] [vp] [advp] 不/d [vp] 
6	 [np] f [vp] [qp] 不/d [np] 
6	 [vp] 不/d [advp] 不/d a 
6	 [np] [advp] [vp] [advp] [vp] 不/d [vp] 
6	 s [np] [advp] 不足/v 
12	 [np] 不仅/c [vp] a 
6	 [vp] 不如/v b 
6	 [pp] [vp] [advp] [vp] 不/d [vp] 
6	 c 不/d u [np] 
166	 p r 不断/d [vp] 
12	 c [advp] 不断/d u [vp] 
98	 u [np] [advp] [vp] 不/d a u 
62	 c [np] 不/d [vp] l 
6	 p s [np] [vp] 不/d [vp] 
36	 r [pp] c 不/d a 
25	 [np] [advp] [vp] a 不/d a 
6	 不断/d [vp] s u [np] 
27	 [pp] [np] [vp] 不良/a [np] 
37	 [pp] [np] 不严/a 
21	 r [advp] [vp] [qp] [vp] 不/d [vp] 
6	 p m t 不懈/z u [np] 
6	 s 不仅/c p s 
14	 s [np] p s [np] 不同/a 
6	 [vp] m [np] [advp] 不/d [vp] 
6	 t 不/d r 
6	 [advp] [np] 不同/a y 
6	 b 不/d [vp] [advp] 
11	 [vp] s [np] 不/d a 
6	 c 不/d c [vp] 
22	 c [pp] [vp] 不足/v 
6	 [pp] 不济/a 
6	 s s [np] 不断/d [vp] 
86	 c 不论/c [np] r 
6	 p [advp] 不/d a 
6	 u [vp] [advp] 不/d a 
483	 c r 不/d [vp] c [vp] 
48	 r [advp] [vp] [qp] 不错/a u [np] 
6	 m [np] 不足/v [qp] 
6	 [qp] 不容忽视/v u [np] [vp] 
6	 [advp] 不同寻常/v 
6	 [pp] [np] f u [np] 不断/d [vp] 
29	 c [advp] [vp] 不足/a u [np] 
6	 p [qp] 不同/a u [np] 
18	 c [advp] [vp] [advp] 不/d a 
142	 r [advp] 不/d [vp] l u [np] 
6	 [np] p [qp] [vp] [qp] 不/d [vp] 
6	 [np] a [advp] 不/d [vp] 
19	 c [advp] [vp] m 不/d [vp] 
6	 [np] 不必/d [advp] [vp] 
6	 r [advp] 不怕/v r 
11	 p m [np] 不同/a u [vp] 
25	 [advp] [vp] t 不再/d [vp] 
63	 p 不久前/t [vp] f 
6	 c c [vp] 不/d a 
6	 [np] 不禁/d [advp] [vp] 
267	 c [advp] 不时/d [vp] 
11	 c r [advp] 不/d [vp] s 
6	 [np] 不/d [pp] [np] 
6	 m [np] 不明/v 
6	 [vp] [advp] [vp] 不懈/z 
6	 不管/c r [pp] 
37	 c r [advp] 不可/v [vp] 
11	 r m [np] c 不/d [vp] 
6	 c [np] 不详/v 
13	 p m [vp] [advp] [vp] 不同/a [np] 
55	 [np] 不用/d [vp] y 
6	 [vp] 不/d p t a 
6	 [vp] f [np] 不/d [vp] 
6	 不/d g c f 
26	 [np] [advp] 不同/a [np] [vp] 
6	 g g c 不/d [vp] 
25	 r t u [np] 不/d a 
6	 不论是/c t 
6	 [np] [vp] 不利/a [np] 
6	 r c [np] [advp] 不/d [vp] 
24	 r 不少/m [np] [vp] 
6	 [np] [advp] 不济/a 
6	 r 不/d [vp] s [np] [vp] 
12	 c [vp] 不/d [vp] [advp] a 
6	 [qp] 不够/a 
6	 c [np] 不明/v 
6	 不/d p 不/d [vp] 
6	 [pp] [np] 不/d [vp] a 
31	 c [advp] [vp] c 不/d a 
11	 [np] [vp] 不得了/l 
32	 [np] 不同凡响/v 
11	 u [vp] 不得/v [vp] m 
6	 [np] 不/d p f [np] [vp] 
6	 不/d [vp] f [np] m 
6	 [pp] [vp] g [vp] m t f 不得/v [vp] 
12	 [vp] 不规则/a u [np] 
29	 [advp] 不/d [vp] [advp] [vp] c [np] 
6	 [pp] [advp] [vp] 不久/m 
11	 s 不/d [vp] s [np] 
6	 [pp] u [np] c 不/d a 
38	 [np] l 不断/d [vp] 
398	 c 不/d [vp] g g g 
6	 [np] [vp] 不够/a a 
11	 [pp] [np] [advp] [vp] 不/d [vp] 
11	 不少/m l [vp] 
140	 [np] r 不无/v [advp] [vp] 
6	 [vp] 不屈/v 
6	 c [pp] [np] 不断/d [vp] 
6	 p b 不懈/z u [np] 
6	 不/d [vp] t [np] [vp] 
11	 c c 不/d [advp] [vp] 
19	 r a u 不/d [vp] a 
76	 c [np] 不/d g a 
6	 [np] [vp] 不容忽视/v 
11	 s [np] 不久前/t [vp] 
92	 r [advp] 不/d p r a r 
11	 c [advp] 不/d [vp] m [vp] 
6	 [np] f 不/d [vp] [advp] [vp] 
6	 c [np] p 不断/d [vp] 
6	 [advp] [vp] [pp] [vp] 不/d [vp] 
17	 [np] 不/d [vp] p f [vp] 
11	 不可避免/v u [vp] 
27	 r 不慎/d [vp] 
51	 r [pp] 不/d [advp] [vp] 
12	 [vp] 不要/d [vp] p r s [vp] 
12	 [np] f 不再/d [vp] 
87	 r [advp] [vp] 不妥/a 
46	 c [advp] a 不/d [vp] m t 
159	 r p r 不同/a u [np] 
31	 c r [advp] 不为所动/v 
6	 a 不/d [pp] 
6	 不过/c [np] 不/d a 
11	 c r 不顾/v [np] 
44	 [advp] 不同/a [np] u [vp] 
6	 r [advp] 不甘落后/v 
1281	 u [np] 不/d g [vp] 
6	 不论/c [vp] [pp] 
6	 [np] f [np] [vp] 不断/d [vp] 
6	 [advp] [pp] u [np] 不/d [vp] 
6	 [advp] 不知/v a 
6	 c [advp] [vp] 不/d [vp] a 
6	 r 不法/b [np] 
76	 r [advp] 不省人事/l 
17	 c 不/d [vp] [pp] [pp] 
40	 m [np] 不/d u [np] 
6	 m t 不等/v 
29	 [advp] 不值一提/v 
29	 [np] 不/d [qp] 
13	 r [advp] g 不/d a 
87	 r [advp] [vp] [qp] 不/d a 
12	 c m 不/d [vp] 
35	 [np] [vp] 不予/v [vp] 
6	 不得/v [vp] c [vp] [qp] 
25	 r [qp] 不得/v [advp] [vp] c [vp] 
6	 p [vp] f p [vp] 不/d [vp] 
16	 [np] 不得/v [vp] s [np] 
58	 不得/v [pp] [np] [vp] 
6	 p [advp] 不得/v [vp] [qp] m [np] 
13	 [np] 不得/v [vp] c [advp] [vp] 
6	 r 不/d [advp] [np] 
6	 [np] [advp] [vp] 不/d [vp] [advp] [vp] 
6	 [advp] 不可/v g 
6	 [advp] r [advp] [vp] 不/d y 
6	 [advp] 不/d a u p [vp] 
6	 [advp] 不好/a [np] 
12	 r [advp] 不/d p r s 
6	 [np] 不复/d [vp] 
6	 r 不然/v 
20	 c [advp] 不/d [vp] b u [np] 
12	 g g 不明/v 
6	 g 不/d p g 
6	 [vp] m g 不/d [vp] 
11	 不/d [vp] a [vp] g 
6	 p m [np] 不/d [vp] 
6	 [vp] 不灵/a 
6	 [advp] [vp] 不/d m 
18	 [advp] [vp] m [vp] 不/d [vp] 
6	 c z 不/d [vp] 
6	 不但/c p [vp] 
6	 [advp] [vp] 不/d [vp] k 
6	 不可/v [np] [vp] 
6	 [vp] [pp] 不同/a 
6	 r [advp] 不/d [vp] [advp] p f [vp] 
11	 [np] f [advp] [vp] 不/d a 
11	 [np] [vp] 不可避免/v u 
6	 r p 不断/d u [vp] 
6	 p [qp] 不/d g u g 
6	 m c 不/d [vp] 
35	 [pp] [np] 不/d a g 
6	 不/d [pp] c [vp] 
55	 c [np] [qp] [advp] 不/d [vp] 
6	 [advp] [vp] [advp] [vp] 不够/a u 
6	 [vp] g 不如/v r k 
6	 不要/d [advp] p [vp] 
6	 [np] [pp] [np] u 不同/a 
27	 p 不/d [vp] [advp] [vp] 
6	 a u c 不/d [vp] a u 
11	 m [np] 不得不/d [vp] 
16	 [advp] [pp] 不/d [pp] 
80	 c [pp] u [np] 不同/a 
11	 [advp] [vp] 不了了之/v 
22	 p r 不/d p g 
6	 不论/c [np] r a 
6	 不过/c 不管怎样/l 
12	 [vp] 不/d a u y 
6	 [advp] 不/d [vp] y y 
6	 不管/c g 
57	 c r 不/d g [vp] 
6	 [np] f [advp] 不/d [np] 
6	 不可/v [vp] a 
6	 r 不对/a 
52	 [vp] [pp] [vp] 不/d a 
6	 [np] f [vp] 不/d [np] 
6	 c [advp] [vp] 不少/m u [np] 
12	 c 不/d [vp] b u [np] [advp] [vp] 
11	 m u [np] 不/d [vp] 
6	 [np] [advp] [vp] 不/d u a 
6	 [np] 不/d [vp] [advp] [vp] 不/d [vp] 
6	 p g [vp] 不/d [vp] 
6	 不要/d f [vp] 
6	 t 不/d u [np] 
21	 [vp] c 不/d [vp] [qp] g 
6	 [np] u 不正之风/l 
6	 [np] [vp] p 不/d [vp] 
6	 p t u [np] 不/d [vp] 
6	 [advp] a [vp] [advp] 不行/a 
6	 不/d m [vp] 
6	 不过/c r [pp] 
6	 l [np] 不/d a 
6	 g 不/d g y 
31	 c 不/d [pp] [np] [vp] 
6	 p b [vp] 不/d [vp] 
6	 不/d b r 
6	 不/d p t [np] 
6	 c 不/d [pp] x 
6	 不无/v a 
6	 [np] [vp] 不同/a u [np] c [vp] c [vp] g 
6	 [vp] 不平/a u [np] 
6	 不痛不痒/l 
16	 [np] 不大不小/l 
6	 不讳/v 
11	 不论/c a u 
6	 g [np] r 不/d [vp] 
15	 不要/d t [vp] 
31	 [vp] 不以为然/v u [np] 
137	 [np] 不凡/z u [np] 
756	 r [advp] [vp] 不/d [vp] g [vp] 
6	 [vp] [advp] 不知所措/v 
6	 [np] [vp] 不可/v t u 
6	 [pp] u [np] [advp] 不同/a 
6	 不拘/v g [vp] 
6	 g 不通/a 
6	 [np] [advp] [vp] 不/d [advp] 
6	 p f 不/d a 
6	 a a 不足/a 
6	 [np] 不/d [vp] f g 
6	 c [np] 不利/a 
16	 [advp] [vp] g 不/d a 
18	 r [advp] 不/d [vp] p g 
6	 不易/a y 
6	 不容/v [advp] [vp] 
6	 不/d g k 
38	 [np] a a 不/d [vp] 
60	 [np] [vp] g 不/d [vp] g 
6	 g u 不/d a 
6	 [np] z 不/d g 
21	 [np] g c 不/d a 
115	 m [np] a c 不/d [vp] 
6	 c 不/d g y 
53	 [advp] a g 不/d [vp] 
6	 不/d [vp] [pp] g [vp] 
59	 [vp] 不/d [vp] [advp] 不/d [vp] y 
6	 [vp] a 不/d y 
6	 t [vp] 不行/a y 
91	 [np] [vp] 不/d [vp] [advp] 不/d p l [vp] [advp] 不/d [vp] 
116	 [advp] g [np] 不/d g [np] 
44	 不仅/c r [advp] [vp] 
44	 [np] 不要/d [vp] [advp] a 
6	 g g 不宜/v [vp] 
6	 p 不/d [vp] t 
6	 [advp] 不同凡响/v 
21	 [advp] [vp] 不可告人/l u [np] 
6	 不仅/c [pp] u [vp] 
6	 [pp] 不同/a u [np] 
6	 不/d [vp] a g [vp] 
25	 r [advp] a 不/d [vp] y 
81	 r 不要/d [advp] a y 
6	 [pp] [advp] 不/d [vp] f 
13	 u [np] [advp] 不胫而走/v 
6	 p r [advp] 不可/v [vp] 
6	 m [vp] 不足/v 
11	 t [vp] [advp] 不/d [vp] 
6	 c [advp] [vp] [advp] 不够/a 
55	 c t [advp] 不/d [vp] y 
6	 [np] [advp] 不/d [vp] [qp] [vp] 
11	 [vp] a 不/d [np] 
6	 t [vp] 不到/v [np] 
6	 不攻自破/v 
6	 g 不可/v a 
11	 [np] 不/d [vp] [advp] 不/d [vp] 
6	 s [advp] 不然/v 
6	 c s [vp] 不/d [vp] 
6	 c a 不少/m 
6	 r u s [advp] 不/d [vp] 
11	 不仅/c [vp] z 
11	 [qp] 不法分子/n [advp] [vp] 
6	 p [vp] f 不断/d [vp] 
6	 p 不法分子/n p l 
6	 [np] [advp] 不断/d u [vp] 
6	 [advp] [np] [advp] 不/d [vp] y 
6	 [advp] 不过/d [qp] 
6	 不少/m y 
349	 r [advp] 不/d [vp] [pp] [np] [vp] 
6	 不道德/a [np] 
11	 [vp] 不到/v u 
6	 不落窠臼/v 
47	 [np] [advp] [vp] 不/d u r y 
6	 r u [advp] [vp] 不/d [vp] 
21	 p 不断/d [vp] f 
39	 t [advp] [vp] 不/d a u m t 
6	 l [vp] 不得/v 
6	 g g 不已/v 
13	 r [advp] 不/d [vp] [advp] [vp] a 
6	 [vp] 不/d [vp] [advp] r 
11	 [advp] a r 不/d [vp] 
6	 [np] p c 不/d c 
6	 c 不光/c [np] l 
12	 r g [vp] [qp] p [qp] 不等/v 
79	 m [np] [advp] a 不堪/v 
49	 s [np] c 不/d [vp] f u r a 
99	 [advp] [vp] m 不/d [np] [advp] [vp] 
16	 r [advp] a u 不过/c m t 
6	 s u t 不/d a 
11	 [np] [vp] [qp] 不/d [np] 
6	 不少/m [np] [pp] [np] 
11	 不过/c [vp] g 
6	 [np] a [vp] 不/d [vp] 
6	 m [qp] 不/d [vp] 
17	 不愧为/v [np] 
75	 r 不仅/c [pp] [np] [vp] 
20	 c [vp] 不少/m [np] [advp] [vp] 
6	 [np] [advp] [vp] 不/d [vp] a 
6	 [np] c [vp] 不足/v 
6	 不怕/v l 
11	 [vp] 不好/a [vp] 
19	 不准/v [advp] [vp] y 
6	 g g 不符/v 
6	 [vp] a u [advp] 不/d a 
6	 不/d [vp] 不/d a [vp] 
11	 [np] s 不/d [vp] 
23	 r 不但/c 不/d a 
6	 不过/c m [qp] 
21	 r [advp] 不/d [vp] m g 
6	 [advp] [vp] 不/d g [np] 
26	 [advp] 不/d p f [vp] 
131	 [np] 不/d [vp] p r [advp] [vp] 
6	 [np] [vp] f 不/d [vp] 
6	 m [np] [vp] 不可思议/l 
66	 [np] [advp] 不/d u [vp] 
11	 c [vp] [qp] 不/d [np] 
124	 c c [vp] 不善/a 
11	 [np] 不断/d [vp] c [vp] 
78	 c [np] f 不/d a 
6	 r 不愧为/v 
6	 [np] 不/d a [vp] y 
11	 [advp] 不顾/v [np] 
58	 r 不/d [vp] g [vp] y 
6	 f [np] 不仅/c [advp] a 
27	 [advp] 不/d [vp] [pp] [np] [vp] 不/d [vp] 
11	 g 不/d f g 
6	 [np] p [pp] [vp] 不/d [vp] 
11	 r [advp] 不屑一顾/v 
6	 c r 不/d [vp] [advp] a 
6	 a 不/d [vp] t [np] 
6	 [pp] u [advp] 不/d a 
6	 [vp] 不能不/d [vp] 
6	 不图/v [vp] 
6	 [np] [advp] 不/d [vp] f 
6	 不/d p [vp] c [vp] 
6	 [np] [vp] c 不可/v g 
6	 [pp] 不同/a g 
6	 m 不/d m [advp] 
32	 [advp] 不伦不类/l 
144	 [np] 不堪/v u [np] 
6	 r g 不理/v r 
6	 r 不/d a [vp] y 
6	 不/d f 不/d [vp] 
14	 不要/d [vp] t [np] [advp] [vp] 
6	 不由/d r 不/d [vp] 
21	 [advp] 不/d [vp] g a 
6	 l 不/d [vp] l 
6	 l [vp] 不/d a 
6	 c [advp] 不好/a [vp] 
311	 [np] c 不/d g [vp] 
21	 c 不容忽视/v u [vp] 
6	 不要/d [vp] p s 
6	 不/d [vp] [advp] a [qp] 
6	 不/d [advp] u [vp] 
24	 [advp] 不堪一击/v 
6	 g [vp] g 不/d [vp] 
129	 c [np] [advp] 不能/v [vp] 
51	 [advp] 不可/v a [vp] 
6	 [advp] [vp] 不/d [vp] l 
6	 [advp] 不/d [vp] f m [vp] 
58	 [advp] 不用/d [advp] [vp] y 
17	 [advp] 不够意思/v 
19	 [advp] [vp] [pp] [np] 不/d [vp] 
6	 r 不停/v u [vp] 
6	 不/d a g [np] 
27	 c [np] [advp] 不/d g [vp] 
6	 m [np] 不/d [vp] y 
30	 [advp] [np] 不衰/v 
46	 [np] [advp] 不止/v r 
6	 [np] 不/d [vp] p t [vp] 
6	 不再/d [vp] c [np] 
6	 m u [np] 不足/v [qp] 
6	 c 不/d [vp] a u g 
6	 不论是/c [np] f 
16	 [np] 不理/v a g 
12	 p 不法/b [np] [vp] 
6	 [np] 不由/d [vp] 
14	 不仅/c g [vp] 
12	 g 不/d [vp] l 
6	 不可逾越/v u [np] 
6	 [vp] a c 不必/d 
6	 r [pp] u [np] 不/d a 
40	 r 不卑不亢/v 
6	 [vp] 不/d a [vp] y 
6	 [advp] a u 不/d a 
6	 a 不够/a 
6	 不要/d t [np] 
137	 [vp] 不光/c [vp] 
57	 r [advp] [vp] 不/d [vp] [qp] 
6	 不知/v s r c a 
11	 [np] 不得/v [pp] [np] 
6	 不/d [vp] t a 
6	 [vp] t [np] 不/d [vp] 
12	 r [advp] 不/d u [vp] 
6	 r [advp] 不够/a [np] 
6	 [np] 不置可否/v 
6	 [np] 不屑一顾/v 
6	 a u 不可思议/l 
6	 [vp] [advp] 不景气/a 
6	 r f 不/d a 
6	 不知/v [vp] a r [qp] 
6	 r [advp] 不论/c 
16	 t [vp] a 不/d a y 
6	 a 不平/a u [np] 
26	 [np] c 不/d g a 
24	 r [qp] 不/d [vp] a 
2677	 c r [advp] 不/d [vp] [advp] [vp] y 
6	 r m [np] 不胫而走/v 
6	 不过/c t u [np] 
6	 s 不禁/d a 
6	 [np] 不要/d [vp] y 
6	 r a 不堪/v 
6	 [np] u [vp] [advp] 不/d [vp] 
6	 r g 不/d [vp] y 
6	 [np] [vp] 不/d u [vp] 
6	 [advp] [vp] [advp] 不/d [vp] a 
22	 c 不畏/v a [pp] [vp] 
6	 r u t [vp] 不幸/a u 
6	 u [np] [advp] 不/d a y 
6	 [pp] 不/d [vp] [pp] 
398	 [np] 不得/v [advp] [vp] c [vp] 
6	 s [advp] 不同/a 
6	 [vp] 不知所云/v 
116	 c [vp] s [vp] s 不可分割/v u m m 
6	 g 不/d [vp] t 
6	 c [vp] [advp] 不行/a 
6	 [advp] [vp] [qp] [vp] 不/d [vp] y 
6	 [np] 不灵/a y 
97	 [np] [advp] 不/d [vp] g [vp] 
6	 p f [vp] 不/d a 
6	 c r 不/d [vp] l 
11	 c [advp] 不/d [vp] t u [np] 
23	 c r 不/d [pp] [np] 
6	 [np] [pp] 不断/d [vp] 
6	 g 不敢当/v 
15	 [np] [advp] 不凡/z 
6	 p [vp] m t 不/d [vp] 
11	 p 不/d [vp] c [np] 
6	 z 不可/v [vp] 
6	 [advp] g 不利/a 
6	 [vp] g [vp] 不/d a 
6	 c [vp] [pp] [np] [advp] 不/d [vp] 
6	 [vp] k 不宜/v [advp] a 
6	 [vp] 不可/v [vp] c [vp] 
6	 r 不便/a 
19	 [advp] 不用/d a 
101	 r s u [np] [advp] 不/d a 
6	 p t f 不/d [advp] [vp] 
11	 r 不/d [vp] a u p [vp] 
6	 m [np] 不解/v 
6	 [np] [advp] 不/d [vp] m [np] 
15	 r [advp] p 不/d y 
28	 [np] 不可/v [vp] [advp] 
6	 [np] 不/d [vp] f u [np] 
114	 [pp] [np] [advp] [vp] 不少/m [np] 
6	 [np] [vp] 不必要/a u 
6	 不/d a r y 
6	 [vp] [advp] [vp] [advp] 不/d a 
6	 [np] [vp] 不甘/v 
6	 不幸/n g f 
6	 不免/d a [vp] 
278	 r [advp] 不/d [vp] [advp] [np] y 
6	 [advp] 不胜枚举/v 
6	 不/d p s u [np] 
6	 r [advp] a u 不行/a 
6	 [np] 不用/d g 
6	 c [advp] 不容/v a 
26	 [advp] 不知/v [vp] [qp] r 
6	 l 不尽/d a 
11	 r 不/d [vp] 见死不救/v 
6	 p 不含糊/a 
6	 [vp] 不/d [np] p s 
6	 p s [np] [vp] 不可磨灭/v u [np] 
6	 [advp] g [vp] 不/d [vp] 
13	 c [advp] a [advp] [vp] 不/d [vp] 
375	 u [np] [advp] [vp] 不/d a y 
74	 u r t [np] [advp] 不/d [vp] 
6	 c 不/d a [vp] y 
6	 [np] [advp] r 不/d [vp] 
6	 r [advp] 不足为怪/v 
14	 [vp] [qp] a 不/d [vp] 
12	 [vp] 不足/v [np] 
6	 a 不/d [vp] c [advp] a [vp] 
6	 不仅仅/d [vp] [pp] u [np] 
132	 [np] f [np] u [advp] [vp] 不仅/c [vp] 
6	 [np] f [np] u 不/d a 
6	 [np] 不得/v [vp] a [qp] 
6	 不/d [np] [advp] p [qp] f 
40	 r 不妨/v [vp] [qp] g 
6	 c [vp] 不断/d [pp] 
64	 m [np] 不断/d u [vp] 
12	 r [advp] 不/d [advp] [vp] a [vp] 居高不下/v u [np] y 
6	 [np] [advp] m g 不/d [vp] 
40	 c [vp] f [advp] 不/d [vp] 
6	 [advp] 不怕/v a 
20	 [vp] b u [np] 不/d [vp] 
6	 [np] [advp] 不/d [vp] p s 
24	 p r u 不/d a 
19	 r 不/d [vp] [qp] y 
6	 b 不/d [vp] g 
77	 不但/c [np] [vp] 不/d [vp] 
6	 [vp] 不堪重负/v 
21	 r 不/d [vp] [qp] [advp] [np] y 
6	 a g [np] 不/d [vp] 
6	 [np] f [np] [advp] 不/d a 
15	 [vp] [pp] 不断/d [vp] c [vp] 
6	 [np] f 不乏/v [np] 
11	 [vp] 不能/v [np] 
16	 不足/v [pp] [vp] 
183	 [advp] r [advp] 不/d [vp] a y 
6	 [np] k [advp] 不/d [advp] [vp] 
21	 [np] 不符/v u 
6	 [qp] [advp] [vp] 不得/v 
6	 r c [advp] [vp] 不/d [vp] 
6	 c p 不/d a 
6	 [advp] [vp] 不过/c [np] 
6	 不仅/c [vp] [pp] [np] p t [np] 
6	 m 不祥/z 
6	 不/d [vp] a 不/d a 
6	 [np] 不曾/d [vp] 
88	 [np] [advp] a [vp] 不/d [vp] 
6	 不幸/a [np] [advp] [vp] 
6	 [advp] 不/d [vp] g g [np] 
6	 不/d a f [vp] 
6	 不足/v p [vp] 
11	 不管/c f [vp] 
6	 c s 不/d a 
12	 不消/v [np] 
6	 [vp] 不赖/a 
6	 不光/c a 
6	 c 不/d l 
6	 r f 不/d [advp] [vp] 
6	 a [qp] [advp] 不行/a 
38	 s [np] [advp] 不景气/a 
38	 [vp] 不用/d [vp] y 
6	 c p 不/d [np] 
19	 c 不/d a p [vp] 
6	 a 不堪/v u [np] 
11	 [np] 不妨/d a [qp] 
656	 不料/d [vp] m t 
31	 a [vp] 不/d a [vp] 
6	 r g 不绝于耳/v 
6	 [advp] 不/d u g 
12	 [np] 不吝/v [vp] 
6	 p k 不/d [vp] g 
6	 c t [vp] 不/d a 
11	 r [qp] [advp] [vp] 不/d a 
19	 r [advp] [vp] p c 不/d [vp] 
6	 [np] 不/d [vp] s u [np] 
6	 m u [np] [vp] 不/d [vp] 
6	 t t [advp] 不/d [vp] 
6	 r [advp] u [np] [advp] [vp] 不/d [vp] 
201	 r 不仅/c [vp] a u 
6	 g g [np] 不/d [vp] 
24	 r [advp] 不/d [vp] [pp] y 
11	 [advp] 不乏/v [vp] 
703	 c r s 不/d [vp] 
79	 r [advp] 不/d [vp] g u [np] 
11	 c [vp] g 不久/m 
205	 r [advp] 不好意思/a [vp] y 
14	 [pp] [np] 不景气/a u [np] f 
6	 [advp] [np] 不/d [np] 
26	 r m t [advp] [vp] 不/d [vp] 
27	 不知/v [vp] [advp] [vp] a 
578	 [vp] c 不/d [vp] c [np] 
12	 不但/c [vp] [pp] [vp] [pp] [advp] [vp] 
6	 c [vp] 不/d f 
84	 [vp] 不屈不挠/v u [np] 
6	 [np] 不如/c [vp] 
6	 [vp] 不得/v u [np] 
6	 [advp] 不/d [advp] [vp] g 
6	 [vp] g 不易/a 
6	 [advp] [vp] [advp] a 不过/u u [np] 
6	 [np] [vp] 不足/a u [np] 
6	 p r 不/d [vp] f 
6	 p 不/d u r 不/d [vp] 
6	 r 不知不觉/l 
5194	 c r 不要/d [vp] y 
6	 [np] 不知所措/v 
6	 不利/a [np] [vp] 
42	 r p s [vp] 不少/m [np] 
6	 [vp] a u [advp] [vp] 不/d [vp] y 
11	 [advp] a g 不然/v 
24	 不/d p 不/d p 不/d p 
39	 [np] [vp] 不尽/d a 
6	 r [qp] [advp] [vp] 不/d u r 
6	 不由/d l 
6	 [advp] 不/d p t 
11	 不知/v [vp] [pp] 
25	 r 不免/d r a 
6	 [vp] f 不/d [vp] f 
6	 不过/c 不/d a 
6	 [advp] [vp] [qp] 不可思议/l u [np] 
32	 b b 不/d a 
6	 [np] 不够/a y 
15	 r [advp] 不/d [vp] a g 
6	 [np] [advp] 不好意思/a 
35	 p g 不/d [vp] g 
45	 r 不/d a a y 
6	 c 不管/c [np] [vp] 
6	 [pp] 不和/a 
33	 r 不/d [vp] m t u [np] 
16	 c [advp] [vp] 不到/v [np] 
6	 不过/c a 
